CarryingCap,NPfix
1.0,2.0
2.0,0.4323648
7.0,0.3799496
21.0,0.0769548
59.0,0.004514
166.0,3.4e-5
464.0,0.0
1291.0,0.0
3593.0,0.0
10000.0,0.0
