CarryingCap,NPfix
1.0,2.0
2.0,0.819048
4.0,0.923836
10.0,0.967648
21.0,1.034188
46.0,0.992836
100.0,0.993452
215.0,1.002536
464.0,0.999116
1000.0,0.999088
