CarryingCap,NPfix
1.0,2.0
2.0,0.9257
4.0,0.988548
10.0,0.997196
21.0,1.048972
46.0,0.999316
100.0,0.998796
215.0,1.005188
464.0,0.99936
1000.0,0.999144
