CarryingCap,NPfix
1.0,2.0
2.0,0.818688
4.0,0.923792
10.0,0.968288
21.0,1.032044
46.0,0.993072
100.0,0.99816
215.0,1.002376
464.0,0.998548
1000.0,0.99934
