CarryingCap,NPfix
1.0,2.0
2.0,1.019584
4.0,0.98734
10.0,0.867496
21.0,0.8725
46.0,0.814836
100.0,0.809772
215.0,0.815376
464.0,0.810604
1000.0,0.812148
