CarryingCap,NPfix
1.0,2.0
2.0,1.0497896
7.0,1.4959028
21.0,1.6205676
59.0,1.7614392
166.0,1.8720776
464.0,1.9408504
1291.0,1.974342
3593.0,1.9894672
10000.0,1.9957032
