k,g,s,cv,npf
2.0,0.6,1.0,0.3,0.98272
4.0,0.6,1.0,0.3,0.920212
10.0,0.6,1.0,0.3,0.828544
21.0,0.6,1.0,0.3,0.855928
46.0,0.6,1.0,0.3,0.803524
100.0,0.6,1.0,0.3,0.805248
