CarryingCap,NPfix
1.0,2.0
2.0,0.624096
4.0,0.725336
10.0,0.766856
21.0,0.81844
46.0,0.781576
100.0,0.783972
215.0,0.786352
464.0,0.785308
1000.0,0.785596
