CarryingCap,NPfix
1.0,2.0
2.0,0.81658
4.0,0.923648
10.0,0.968184
21.0,1.030716
46.0,0.990636
100.0,0.99532
215.0,1.005132
464.0,1.000096
1000.0,1.001412
