k,g,s,cv,npf
2.0,1.0,1.0,0.1,0.971844
4.0,1.0,1.0,0.1,0.999308
10.0,1.0,1.0,0.1,0.999068
21.0,1.0,1.0,0.1,1.046452
46.0,1.0,1.0,0.1,0.998632
100.0,1.0,1.0,0.1,1.00004
215.0,1.0,1.0,0.1,1.005144
464.0,1.0,1.0,0.1,1.000064
1000.0,1.0,1.0,0.1,1.000676
