CarryingCap,NPfix
1.0,2.0
2.0,0.813952
4.0,0.919424
10.0,0.965208
21.0,1.029732
46.0,0.989892
100.0,0.993744
215.0,0.996324
464.0,0.99458
1000.0,0.994624
