CarryingCap,NPfix
1.0,2.0
2.0,0.79922
4.0,0.319172
10.0,0.63332
21.0,0.448488
46.0,0.300692
100.0,0.163476
215.0,0.06194
464.0,0.017436
1000.0,0.00522
