CarryingCap,NPfix
1.0,1.0
3.0,3.0
12.0,12.0
46.0,46.0
166.0,166.0
599.0,599.0
2154.0,2154.0
7742.0,7742.0
27825.0,27825.0
100000.0,100000.0
