CarryingCap,NPfix
1.0,2.0
2.0,0.0
4.0,0.0
10.0,0.096536
21.0,0.538336
46.0,0.7843
100.0,0.828808
215.0,0.371072
464.0,0.41974
1000.0,0.438872
