k,g,s,cv,npf
2.0,1.0,0.0,0.1,0.814992
4.0,1.0,0.0,0.1,0.916248
10.0,1.0,0.0,0.1,0.964628
21.0,1.0,0.0,0.1,1.029384
46.0,1.0,0.0,0.1,0.99058
100.0,1.0,0.0,0.1,0.992376
215.0,1.0,0.0,0.1,0.998624
464.0,1.0,0.0,0.1,0.997516
1000.0,1.0,0.0,0.1,0.998768
